    0,    0,  200.0000000,     0.0000000,  200.0000000,    0.0000000  
    1,    0,  113.6512557,  -164.5691818,   -0.1109876,    0.1607121  
    2,    0,  -70.8313717,  -187.0331811,    0.1360959,    0.3661343  
    3,    0, -194.1462046,   -47.9985714,    0.5660390,    0.1510495  
    4,    0, -149.8159972,   132.4731798,    0.6036416,   -0.4953959  
    5,    0,   23.8702342,   198.5467206,   -0.0568326,   -0.9738719  
    6,    0,  176.9294395,    93.1795102,   -0.9801880,   -0.6376822  
    7,    0,  177.2036344,   -92.6305917,   -1.2779502,    0.4705701  
    8,    0,   24.4747615,  -198.4361237,   -0.4505705,    1.4853319  
    9,    0, -149.3631656,  -132.8915211,    1.0145685,    1.4127750  
   10,    0, -194.2093437,    47.3824134,    1.9207239,    0.0707445  
   11,    0,  -71.3655339,   186.7121365,    1.3560872,   -1.6016535  
   12,    0,  113.0696924,   164.8061097,   -0.4423137,   -2.2236612  
   13,    0,  199.8400112,     0.6131034,   -2.1495624,   -1.1236521  
   14,    0,  114.0508661,  -164.0690470,   -2.3630060,    1.0129382  
   15,    0,  -70.1841680,  -187.0548873,   -0.7601223,    2.5914123  
   16,    0, -193.7725616,   -48.5374999,    1.5618348,    2.3374510  
   17,    0, -150.0287422,   131.8433461,    2.8807694,    0.3284212  
   18,    0,   23.2282625,   198.3395755,    2.1698283,   -2.0156674  
   19,    0,  176.3725971,    93.5785550,   -0.1010236,   -2.9923716  
   20,    0,  177.1938366,   -91.9344058,   -2.3138257,   -1.8989076  
   21,    0,   25.0389400,  -198.0081982,   -2.9196830,    0.4605961  
   22,    0, -148.6722677,  -133.0962416,   -1.5698143,    2.4129778  
   23,    0, -193.9614138,    46.6919070,    0.6951269,    2.6705739  
   24,    0,  -71.7839771,   186.0929629,    2.2902706,    1.2241751  
   25,    0,  112.3087155,   164.7783474,    2.2626420,   -0.7706449  
   26,    0,  199.3603069,     1.2232749,    0.8913837,   -1.9461096  
   27,    0,  114.2662829,  -163.3076194,   -0.6817009,   -1.7199296  
   28,    0,  -69.4267851,  -186.7765359,   -1.4071859,   -0.5828755  
   29,    0, -193.0894876,   -48.9964449,   -1.0727851,    0.4559746  
   30,    0, -149.9997743,   131.0044940,   -0.2917563,    0.7295582  
   31,    0,   22.5518106,   197.8147953,    0.1538350,    0.3619323  
   32,    0,  175.5349145,    93.8253665,   -0.0000000,   -0.0000000  
   33,    0,  176.8991667,   -91.0937986,   -0.3540585,    0.1403325  
   34,    0,   25.5599337,  -197.2638771,   -0.3060913,    0.6682726  
   35,    0, -147.7457121,  -133.0855643,    0.3378371,    0.9919023  
   36,    0, -193.4023600,    45.9300529,    1.1508694,    0.6151525  
   37,    0,  -72.0842155,   185.1773569,    1.4450640,   -0.3761374  
   38,    0,  111.3711554,   164.4848467,    0.8734621,   -1.3426076  
   39,    0,  198.5616724,     1.8275903,   -0.2528848,   -1.6030169  
   40,    0,  114.2955692,  -162.2872390,   -1.2005814,   -0.9852917  
   41,    0,  -68.5622622,  -186.1979003,   -1.3934151,    0.0470422  
   42,    0, -192.0985615,   -49.3727869,   -0.8450324,    0.7849949  
   43,    0, -149.7278653,   129.9594367,   -0.0955829,    0.8384124  
   44,    0,   21.8438951,   196.9730072,    0.2691566,    0.4028214  
   45,    0,  174.4186565,    93.9178382,    0.0951022,    0.0278957  
   46,    0,  176.3192139,   -90.1118484,   -0.2616971,    0.1121804  
   47,    0,   26.0349817,  -196.2046106,   -0.2954285,    0.5651589  
   48,    0, -146.5862896,  -132.8580686,    0.1816370,    0.9131507  
   49,    0, -192.5326380,    45.0999632,    0.8692932,    0.7360127  
   50,    0,  -72.2639624,   183.9674986,    1.2410537,    0.0457107  
   51,    0,  110.2601269,   163.9249976,    0.9976786,   -0.7164717  
   52,    0,  197.4454152,     2.4231414,    0.3185354,   -1.0500705  
   53,    0,  114.1370983,  -161.0106661,   -0.2970758,   -0.8067833  
   54,    0,  -67.5938080,  -185.3192479,   -0.4509351,   -0.2933655  
   55,    0, -190.8018644,   -49.6640483,   -0.1644643,    0.0095977  
   56,    0, -149.2121894,   128.7113198,    0.1697503,   -0.1393104  
   57,    0,   21.1075770,   195.8153586,    0.1472810,   -0.5519174  
   58,    0,  173.0265409,    93.8541229,   -0.2954204,   -0.7947597  
   59,    0,  175.4540380,   -88.9918579,   -0.8346698,   -0.5764218  
   60,    0,   26.4614066,  -194.8323637,   -1.0477580,    0.0000000  
   61,    0, -145.1971672,  -132.4126952,   -0.7781080,    0.5303386  
   62,    0, -191.3532140,    44.2048537,   -0.2630513,    0.6577793  
   63,    0,  -72.3211361,   182.4660465,    0.0773668,    0.3710671  
   64,    0,  108.9790214,   163.0986314,    0.0000000,    0.0000000  
   65,    0,  196.0133630,     3.0070432,   -0.3642452,   -0.0782796  
   66,    0,  113.7895586,  -159.4810753,   -0.6382484,    0.2372436  
   67,    0,  -66.5247922,  -184.1413403,   -0.5319677,    0.6947438  
   68,    0, -189.2019757,   -49.8679004,   -0.0903201,    0.9170354  
   69,    0, -148.4523268,   127.2636135,    0.3532698,    0.7294786  
   70,    0,   20.3459533,   194.3435151,    0.4690028,    0.3051198  
   71,    0,  171.3617318,    93.6326383,    0.2116153,    0.0084444  
   72,    0,  174.3041707,   -87.7373464,   -0.1496470,    0.0799880  
   73,    0,   26.8366213,  -193.1496122,   -0.2703973,    0.4358276  
   74,    0, -143.5818802,  -131.7487495,   -0.0276227,    0.7499601  
   75,    0, -189.8655641,    43.2480354,    0.3816335,    0.7411113  
   76,    0,  -72.2538666,   180.6761323,    0.6181652,    0.4130448  
   77,    0,  107.5314989,   162.0060221,    0.4952318,    0.0441778  
   78,    0,  194.2678601,     3.5764419,    0.1346784,   -0.0577319  
   79,    0,  113.2519579,  -157.7020481,   -0.1452998,    0.1804090  
   80,    0,  -65.3587373,  -182.6654339,   -0.1075637,    0.5407591  
   81,    0, -187.3019680,   -49.9821698,    0.2031635,    0.7086977  
