    0,    0, 86600.0000000     0.0000000 
    1,    0, -13459.3755974  7036.9137062 
    2,    0, -7668.3187765  11033.7496745 
    3,    0, -1352.9815166  10702.5367630 
    4,    0, 2645.6962489  7122.8581143 
    5,    0, 3180.2369814  2870.9778452 
    6,    0, 1212.4677233   319.0521185 
    7,    0, -1124.5078927   271.9046147 
    8,    0, -2062.2994321  1788.3380699 
    9,    0, -1246.7239718  3154.9664319 
   10,    0,  333.0780205  3200.9689520 
   11,    0, 1321.4477951  2005.7104409 
   12,    0, 1058.3285209   597.7664926 
   13,    0,  -45.5662545    14.9343706 
   14,    0, -991.6460452   507.9161454 
   15,    0, -1050.7147191  1460.3019063 
   16,    0, -293.7725616  1987.0092626 
   17,    0,  568.5785541  1663.3498784 
   18,    0,  828.0061236   802.8928144 
   19,    0,  342.5632272   119.7960437 
   20,    0, -412.9299597   111.0815178 
   21,    0, -794.8199843   679.1424390 
   22,    0, -527.9251844  1270.8029747 
   23,    0,  107.4805126  1370.0685848 
   24,    0,  556.0494850   913.9264250 
   25,    0,  465.3472056   302.2060709 
   26,    0,  -43.8125226    29.7021213 
   27,    0, -516.6361901   272.3927802 
   28,    0, -565.3424232   769.0483672 
   29,    0, -182.7810240  1070.9841819 
   30,    0,  281.3445539   926.2174776 
   31,    0,  436.1356783   472.3310918 
   32,    0,  175.5349145    93.8253665 
   33,    0, -254.5501117    86.0695317 
   34,    0, -484.8167619   416.9082504 
   35,    0, -337.2777915   775.9488937 
   36,    0,   40.0520833   850.9602923 
   37,    0,  317.8216591   587.2327178 
   38,    0,  270.9464213   216.1175774 
   39,    0,  -40.9196551    44.1387885 
   40,    0, -341.0937210   193.1020512 
   41,    0, -379.8085018   510.1876248 
   42,    0, -140.6207591   712.1575513 
   43,    0,  160.0869084   629.3201833 
   44,    0,  267.5166232   340.1553393 
   45,    0,  103.2523242    91.0779698 
   46,    0, -179.6944767    80.9510307 
   47,    0, -338.0584488   297.8794463 
   48,    0, -246.5862896   541.2871719 
   49,    0,    4.1503721   600.1548351 
   50,    0,  195.6423817   429.7946585 
   51,    0,  171.1325128   179.7695447 
   52,    0,  -36.9322456    58.0841910 
   53,    0, -244.5456085   154.1951241 
   54,    0, -278.2249401   370.8610114 
   55,    0, -119.3155283   515.6506406 
   56,    0,   88.9449108   466.8684200 
   57,    0,  169.9073982   271.2879592 
   58,    0,   62.8273210    95.8828738 
   59,    0, -132.7466933    81.8740665 
   60,    0, -248.7871204   228.2550069 
   61,    0, -192.7237730   400.3586173 
   62,    0,  -20.5702306   449.4602272 
   63,    0,  117.8650418   337.5737901 
   64,    0,  108.9790214   163.0986314 
   65,    0,  -31.9118606    71.3844998 
   66,    0, -180.3529670   131.0737472 
   67,    0, -212.3487023   281.1166266 
   68,    0, -107.5517983   388.6744215 
   69,    0,   39.4881820   363.5702821 
   70,    0,  104.2626839   230.9268273 
   71,    0,   37.4319968   103.9251109 
   72,    0,  -98.3559406    84.9227648 
   73,    0, -186.6888217   181.0936188 
   74,    0, -156.9481822   303.7882616 
   75,    0,  -40.2704888   347.3805146 
   76,    0,   61.9758061   277.6972394 
   77,    0,   66.0498278   156.2424698 
   78,    0,  -25.9361899    83.8942203 
   79,    0, -132.6843392   115.3255604 
   80,    0, -165.3587373   216.5569445 
   81,    0, -101.2440608   298.1076915 
   82,    0,    1.4164217   291.9061731 
   83,    0,   56.0768091   206.0051784 
   84,    0,   20.6427748   113.4595055 
   85,    0,  -70.6524457    88.5313155 
   86,    0, -139.8657464   145.7924747 
   87,    0, -131.7276877   231.8103417 
   88,    0,  -57.3948880   272.9096903 
   89,    0,   18.7067147   236.4699571 
   90,    0,   34.5881122   154.9457406 
   91,    0,  -19.0979734    95.4780635 
   92,    0,  -94.7489324   103.3013049 
   93,    0, -129.8834347   166.5063358 
   94,    0,  -98.5252540   229.2320780 
   95,    0,  -29.8434005   239.4301187 
   96,    0,   18.7593110   190.4664813 
   97,    0,    9.4564698   123.5913867 
   98,    0,  -46.9634055    91.9365932 
   99,    0, -102.7379337   117.3698352 
  100,    0, -113.4421196   175.0221153 
  101,    0,  -73.0568583   215.8995473 
  102,    0,  -16.4098787   207.1427769 
  103,    0,   10.7656139   157.0195193 
  104,    0,  -11.5037201   106.0126778 
  105,    0,  -63.1978498    93.1774036 
  106,    0, -102.1957760   125.6011019 
  107,    0,  -98.3897324   174.5466575 
  108,    0,  -56.5838191   199.6865956 
  109,    0,  -11.0941404   181.0777189 
  110,    0,    2.2589832   133.7779147 
  111,    0,  -25.9433129    94.7186305 
  112,    0,  -72.3693585    93.2106228 
  113,    0, -100.1224140   128.4211611 
  114,    0,  -87.7932649   170.8592785 
  115,    0,  -45.7599105   185.9775293 
  116,    0,   -7.5290588   161.1828413 
  117,    0,   -3.2722356   115.3882204 
  118,    0,  -36.2248058    83.9599166 
  119,    0,  -80.2128222    90.8906033 
  120,    0, -100.2190999   129.8519095 
  121,    0,  -80.0431540   168.9826350 
  122,    0,  -35.4080783   175.9205743 
  123,    0,   -1.9173377   143.6469092 
  124,    0,   -6.8790357    96.6304244 
  125,    0,  -47.0855734    71.8418212 
  126,    0,  -90.5896878    89.1325533 
  127,    0, -101.8567280   134.5626592 
  128,    0,  -70.7106781   170.7106781 
  129,    0,  -21.5648599   166.6060237 
  130,    0,    5.4670206   123.5097457 
  131,    0,  -12.7965015    75.0811166 
  132,    0,  -62.6770158    60.6501134 
  133,    0, -103.5869793    92.6293555 
  134,    0, -100.9192366   145.0390278 
  135,    0,  -55.3482390   173.7555016 
  136,    0,   -3.7097895   152.9206598 
  137,    0,   10.6106889    97.5247252 
  138,    0,  -25.8719293    52.3990731 
  139,    0,  -84.0777993    55.4102761 
  140,    0, -115.3462405   104.9880363 
  141,    0,  -92.0867492   159.8676314 
  142,    0,  -32.1622918   172.7060240 
  143,    0,   14.5757271   130.2983922 
  144,    0,    7.7011586    66.2140340 
  145,    0,  -48.7777609    33.8311128 
  146,    0, -108.1689688    61.2861215 
